"code_video","maxview","channelsubscribercount","channelvideocount","commentcount","likecount","dislikecount","mintimewithmaxview","year","month","day","hour","minutes","seconds"
"wNBAjX-bDiU",116909,2586776.608695652174,139110.351778656126,1531.4861660079051383,882.8023715415019763,281.5256916996047431,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"PcUx1y89BCg",2694,680193.009925558313,8916.0000000000000000,7.5657568238213400,40.3672456575682382,1.9057071960297767,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"oh5N1GVZook",1905,793595.274590163934,44276.290983606557,66.3483606557377049,76.1024590163934426,14.3565573770491803,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"oRg203s9eLs",22052,754433.410094637224,113162.580441640379,0E-20,41.9116719242902208,3.8706624605678233,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"O2pOyxysnB0",1144,793660.150862068966,44278.211206896552,21.0000000000000000,36.2887931034482759,11.4051724137931034,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"jDxqUd-zh1o",2293,793052.003267973856,44260.947712418301,81.6470588235294118,87.8725490196078431,8.9575163398692810,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"v7_t0ZLFGSc",1287,754325.637142857143,113160.182857142857,0E-20,7.0000000000000000,1.9485714285714286,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"SO5zPsj61so",445,146109.523985239852,28324.365313653137,13.9667896678966790,24.2177121771217712,2.0000000000000000,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"-59yj8ueY1c",101244,3540788.066666666667,31444.035555555556,1662.9377777777777778,1737.9955555555555556,168.2355555555555556,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"UtYxt70bbQk",8112,3069229.166666666667,40754.620370370370,134.5000000000000000,71.7037037037037037,14.3611111111111111,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"JIgZpXZpico",2510,793598.987654320988,44276.386831275720,65.0781893004115226,46.5925925925925926,6.0000000000000000,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"qDPev65rN-I",1040,505779.366292134831,58517.208988764045,2.2292134831460674,11.4764044943820225,1.9617977528089888,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"-8dXBaZsYrQ",7069,3069684.052083333333,40755.656250000000,31.2083333333333333,95.2916666666666667,2.3541666666666667,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"6oZFqZgrFoc",2824,792975.568690095847,44258.492012779553,91.7507987220447284,70.9456869009584665,12.0000000000000000,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"cBqOrrR_bxg",7103,794470.415094339623,44297.477987421384,196.0188679245283019,110.3207547169811321,17.4591194968553459,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"iy2CTnis778",16110,506007.711055276382,58522.613065326633,21.5025125628140704,39.0929648241206030,4.8994974874371859,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"StCyGTIVU0Q",6542,795357.626373626374,44319.648351648352,110.7252747252747253,128.4945054945054945,45.8571428571428571,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"FawbTs-gZ3k",4107,795344.287234042553,44319.329787234043,38.7765957446808511,176.6595744680851064,2.9893617021276596,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"9KgSQ0OhdTU",16157,793379.106463878327,44270.749049429658,227.1596958174904943,84.9543726235741445,19.9239543726235741,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"QAwaeewVPz0",4288,794350.810650887574,44294.372781065089,133.1360946745562130,117.6449704142011834,12.6568047337278107,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"XVMbJS3Xj7Q",176940,3540250.622775800712,31442.298932384342,1462.4021352313167260,2159.6975088967971530,421.9430604982206406,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"7G10kOUGMw0",474,506410.304761904762,58529.774603174603,1.9809523809523810,4.0000000000000000,0E-20,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"RC6VUPiLSps",13828,793708.725321888412,44279.150214592275,202.7467811158798283,279.3261802575107296,16.6695278969957082,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"8NeYjpfeGnU",6398,793581.605691056911,44275.951219512195,66.9674796747967480,43.9186991869918699,6.0000000000000000,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"Ba93YQrB_vo",39381,2586859.248979591837,139110.424489795918,237.5918367346938776,298.8448979591836735,91.9877551020408163,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"9p7Xhnv1gfw",1168,793556.262096774194,44275.258064516129,21.0000000000000000,64.9919354838709677,3.0000000000000000,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"i6-FJoZm53Y",8612,792324.583769633508,44233.790575916230,323.3324607329842932,79.0366492146596859,125.5942408376963351,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"ZXNFbNQe4Y0",13463,792958.006389776358,44257.910543130990,140.2492012779552716,55.1533546325878594,17.8849840255591054,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"ytWZjMXxeLE",7271,793598.297520661157,44276.367768595041,105.8305785123966942,85.3925619834710744,20.4917355371900826,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"PUbXQ3_N71I",5935,792886.876543209877,44255.432098765432,72.1975308641975309,63.5154320987654321,23.2500000000000000,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"dHNvCrUWU-0",868,793041.246710526316,44260.453947368421,24.0000000000000000,23.0000000000000000,4.0000000000000000,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"eZoW-lkK458",4845,2581635.000000000000,139099.883295194508,60.0205949656750572,88.8695652173913043,72.7986270022883295,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"75UqbmbjJYs",532,145768.210659898477,28311.032994923858,15.3248730964467005,6.9822335025380711,3.0000000000000000,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"DoynrzK7eMQ",920,145750.500000000000,28309.839195979899,14.9648241206030151,17.8718592964824121,5.0000000000000000,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"6AOI6SqUur8",4118,685901.187096774194,25437.694623655914,7.5935483870967742,79.2666666666666667,30.6989247311827957,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"9VLfXI4HY3k",19756,794799.375939849624,44305.255639097744,303.2406015037593985,117.0676691729323308,27.5037593984962406,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"mzZiXhvQlp8",3177,796193.486486486486,44355.810810810811,43.0000000000000000,82.7837837837837838,4.0000000000000000,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"qX2ccSsxdoI",1795,792995.157051282051,44259.115384615385,31.2083333333333333,72.6955128205128205,5.0000000000000000,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"8337yhPFGoc",5232,754165.992700729927,113155.506082725061,0E-20,21.6180048661800487,7.0000000000000000,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"lxxvRzE-BE0",1696,145794.684895833333,28312.781250000000,30.9348958333333333,46.5755208333333333,3.1250000000000000,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"r7I5__Tcj8w",5500,506788.292181069959,58533.489711934156,161.3909465020576132,57.4650205761316872,26.0617283950617284,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"HF7HUhf46Y0",519,145893.355491329480,28317.869942196532,9.8612716763005780,27.8468208092485549,3.0000000000000000,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"6-tAOdwo9Jg",2046,792272.686567164179,44231.587064676617,59.5199004975124378,105.7412935323383085,4.0000000000000000,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"ZRVZ_WwJTUY",17688,507764.195876288660,58546.237113402062,63.8453608247422680,69.9175257731958763,14.3402061855670103,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"PQh2rm5Iuuw",553,145742.110000000000,28309.472500000000,10.2600000000000000,10.9900000000000000,0.96500000000000000000,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"4odjI1HV7hY",1311,506406.628930817610,58529.795597484277,4.6698113207547170,21.9465408805031447,1.7484276729559748,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"y10LCr_bRTA",15733,793648.433333333333,44277.733333333333,490.3666666666666667,330.3416666666666667,36.2166666666666667,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"NtSdV31aNHU",3392,1347667.587234042553,5829.3106382978723404,178.2212765957446809,77.4085106382978723,157.6680851063829787,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"q-V5uPwlJ1M",1289,506114.286863270777,58525.064343163539,6.3672922252010724,23.6943699731903485,2.9919571045576408,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"fLPu0Qwmhbw",3082,793002.154838709677,44259.183870967742,19.0000000000000000,50.0354838709677419,6.0000000000000000,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"bOKwWKEoZ5I",659,145713.609223300971,28307.424757281553,12.9271844660194175,41.8665048543689320,0.11650485436893203883,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"Md56UV5ZlTQ",80052,3539381.416901408451,31438.729577464789,877.7521126760563380,1892.0338028169014085,412.8084507042253521,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"OwsmvMIaBkY",742,145956.018292682927,28321.350609756098,11.0457317073170732,28.7926829268292683,1.0030487804878049,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"8xBM2Hyvr2g",58543,795255.180000000000,44316.850000000000,0E-20,0E-20,0E-20,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"lpGZ_Gt9W7I",16023,3067511.231250000000,40749.012500000000,196.0312500000000000,95.8062500000000000,103.8062500000000000,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"Liyu4aAg2Tk",1465,793538.959677419355,44274.899193548387,60.8951612903225806,24.3750000000000000,2.5927419354838710,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"b9C7_yy9shM",6766,792397.838541666667,44236.778645833333,143.5130208333333333,192.2552083333333333,23.6223958333333333,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"bdisVkPZvv4",6238,145987.471518987342,28322.566455696203,129.3702531645569620,121.2879746835443038,24.8607594936708861,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"_49SbV8_swM",3019,792947.415094339623,44257.509433962264,40.5534591194968553,27.0000000000000000,9.0000000000000000,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"T03xIdjMoa8",16691,794338.047619047619,44293.928571428571,195.6011904761904762,730.1666666666666667,28.2083333333333333,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"QszrJ3EMMxE",4119,792263.317500000000,44231.240000000000,122.1325000000000000,127.9900000000000000,11.9225000000000000,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"S-DPR-uUvqs",1156,753962.169133192389,113148.591966173362,0E-20,37.0507399577167019,7.8985200845665962,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"uTnkoo-_GGo",128366,3539516.805232558140,31439.293604651163,1521.3139534883720930,2823.3662790697674419,312.6220930232558140,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"iKSefnMEECM",9338,3067689.675324675325,40749.584415584416,30.4220779220779221,129.8831168831168831,5.6818181818181818,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"4fIKqfKwuDU",204342,3541667.528169014085,31447.161971830986,2120.9929577464788732,3807.3943661971830986,284.2605633802816901,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"XqMuxwX6U-U",3037,794504.038461538462,44298.314102564103,23.0000000000000000,50.9551282051282051,8.0000000000000000,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"eHIg14gupFo",1678,793106.830508474576,44262.623728813559,48.5457627118644068,27.9355932203389831,37.0000000000000000,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"sjeFncirtG4",7615,793635.651452282158,44277.381742738589,111.4398340248962656,143.8257261410788382,20.0248962655601660,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"FQv0Ot9hrN0",476,754043.819196428571,113151.421875000000,0E-20,10.9553571428571429,0E-20,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"vi8zWTnnfZA",3681,792268.995000000000,44231.525000000000,52.7375000000000000,134.9175000000000000,2.0000000000000000,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"k1gUa0mg6uc",4140,1347647.335664335664,5830.7972027972027972,129.7622377622377622,107.6013986013986014,85.5104895104895105,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"7ckPzxC2MmM",14330,795369.989130434783,44320.184782608696,154.1630434782608696,83.6630434782608696,20.0000000000000000,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"EmX1UDwNYw8",5138,793506.588235294118,44273.956862745098,230.1568627450980392,143.3215686274509804,18.2117647058823529,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"7mgdTNCqaY8",16279,793483.240310077519,44273.344961240310,245.7751937984496124,280.4263565891472868,23.0930232558139535,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"3nlXlS3HFcg",163652,3540096.736111111111,31441.663194444444,1474.8090277777777778,3514.2986111111111111,333.7465277777777778,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"SDUVo5DA1o0",1385,792776.247734138973,44251.589123867069,71.5709969788519637,57.7009063444108761,12.0000000000000000,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"0sqLSQv2vhk",210264,3539540.841176470588,31439.367647058824,1468.2029411764705882,3706.4529411764705882,324.1441176470588235,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"xrwVfORsh-o",6619,507589.119658119658,58543.444444444444,20.8119658119658120,72.7606837606837607,10.3589743589743590,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"VpnZXXtGOxo",9455,795359.774193548387,44319.774193548387,416.4408602150537634,121.6989247311827957,33.4408602150537634,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"EydYaB9vh44",3089,792290.566416040100,44232.197994987469,29.0000000000000000,61.5187969924812030,2.9674185463659148,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"BGe6r3eX7Os",8870,145764.724489795918,28311.056122448980,177.2193877551020408,145.2372448979591837,38.2882653061224490,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"ot0U8sEOAnY",2467,792252.017543859649,44230.418546365915,24.0000000000000000,47.9323308270676692,7.0000000000000000,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"nls4zrSNtI8",6891,792444.962765957447,44238.821808510638,58.8484042553191489,48.7579787234042553,12.0000000000000000,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"1fU3GEkNda0",5360,680366.399408284024,8916.0000000000000000,44.2958579881656805,39.2810650887573964,7.9230769230769231,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"z2BE655jhqw",526,146006.770491803279,28323.075409836066,11.0360655737704918,14.9377049180327869,3.0000000000000000,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"FhiXVG27tww",12737,3069205.546296296296,40754.546296296296,89.8148148148148148,35.3611111111111111,8.6018518518518519,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"XO_T1lupsug",790,754568.224264705882,113164.797794117647,0E-20,21.6580882352941176,3.0000000000000000,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"1s4LZfdacXA",20086,795359.774193548387,44319.774193548387,394.0752688172043011,225.8387096774193548,54.6666666666666667,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"pZRA-1fCl4k",3439,792397.532637075718,44236.772845953003,54.4412532637075718,54.0339425587467363,4.0000000000000000,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"cOb0DdiOZLU",2536,506525.788395904437,58530.941979522184,8.4982935153583618,30.5802047781569966,2.7167235494880546,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"mMF-sux2SlE",4310,146226.907894736842,28325.758771929825,137.6798245614035088,44.5570175438596491,34.4517543859649123,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"QFjfCVnVwF0",37038,793892.615023474178,44283.525821596244,348.8122065727699531,256.7605633802816901,29.9107981220657277,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"lpZ9Wz-FvQQ",1831,505836.282407407407,58518.599537037037,4.8518518518518519,25.8194444444444444,3.7314814814814815,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"Cu0Enzu6Lnk",2587,506226.605113636364,58527.215909090909,6.0000000000000000,37.1107954545454545,0.03409090909090909091,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"wBjBb0Nvs10",9585,794625.846153846154,44301.174825174825,182.2797202797202797,77.0909090909090909,20.3916083916083916,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"5PspXc4VIe8",4033,145747.962500000000,28309.847500000000,19.8800000000000000,35.7650000000000000,4.0000000000000000,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"Tje34juNvr0",4726,507483.862595419847,58541.938931297710,56.5572519083969466,31.7633587786259542,9.2977099236641221,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"ZerPvXQhps0",21615,146055.670068027211,28324.404761904762,178.9523809523809524,473.5612244897959184,18.4047619047619048,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"Uh9xSsv9hSg",2168,755087.485148514851,113180.801980198020,0E-20,33.7128712871287129,6.4752475247524752,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"oKrEQjkT3u8",2577,146055.670068027211,28324.404761904762,35.9285714285714286,89.7857142857142857,3.8061224489795918,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"volm7znUyh4",2065,792902.801886792453,44255.849056603774,18.0000000000000000,16.7578616352201258,5.0000000000000000,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"zFey9D2i7b8",4597,792486.371657754011,44240.588235294118,106.1764705882352941,242.3262032085561497,11.8903743315508021,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"6n-rzVZkjLA",3973,792380.776623376623,44236.238961038961,127.8129870129870130,136.5480519480519481,19.0000000000000000,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"oYksrD7IhjI",1418,792255.766749379653,44230.689826302730,13.8486352357320099,28.4292803970223325,3.7940446650124069,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"S5CN9gRG6TQ",43754,792286.802005012531,44232.047619047619,640.2681704260651629,879.9824561403508772,97.9373433583959900,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"hnmEK_g3koA",253,145955.015384615385,28321.316923076923,1.00000000000000000000,11.6461538461538462,1.00000000000000000000,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"8ln5ocEByiQ",3688,755005.299145299145,113178.128205128205,0E-20,72.5726495726495726,4.2307692307692308,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"I8eTvL9C-9U",15147,506542.746575342466,58531.184931506849,208.4486301369863014,120.2705479452054795,17.9691780821917808,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"2ajgr4XWKdM",486,754199.109725685786,113156.618453865337,0E-20,12.2094763092269327,4.9950124688279302,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"NcVoAROqlEc",1385,792277.510101010101,44231.863636363636,31.0000000000000000,43.7828282828282828,4.0000000000000000,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"wiZwTDwOKZU",26400,795359.774193548387,44319.774193548387,123.1827956989247312,376.6236559139784946,16.2688172043010753,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"ECKOq1auid0",477,754051.841163310962,113151.689038031320,0E-20,7.9597315436241611,1.9060402684563758,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"lQB3ZKi4ceg",2919,795359.774193548387,44319.774193548387,247.6236559139784946,213.7096774193548387,34.6129032258064516,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"8Uz6A2Grins",1381,793608.127572016461,44276.625514403292,35.2181069958847737,46.2057613168724280,13.3004115226337449,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"TLcCLwrw55s",5751,792902.609230769231,44255.990769230769,83.5692307692307692,209.6892307692307692,3.0000000000000000,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"o-Yepud9YKw",526,145967.031152647975,28321.834890965732,3.9813084112149533,34.8224299065420561,0.92834890965732087227,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"Q4L0Fe6ZiX8",2979,506344.740853658537,58528.978658536585,37.0884146341463415,33.6707317073170732,7.8445121951219512,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"hcYmyHCdONU",6114,792292.192982456140,44232.315789473684,117.8847117794486216,243.2781954887218045,19.6892230576441103,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"nUEfn0Pk47Q",27838,3540585.995983935743,31443.309236947791,1174.3012048192771084,1527.0200803212851406,343.8232931726907631,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"y4q6njC8_0k",14515,792580.411602209945,44244.386740331492,316.6187845303867403,558.2430939226519337,22.3701657458563536,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"10Sh6B1wMN0",1042,793635.529411764706,44277.487394957983,12.0000000000000000,12.6176470588235294,3.0000000000000000,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"FX7k8Mno02U",5239,794506.375000000000,44298.105263157895,51.3552631578947368,59.8881578947368421,17.2500000000000000,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"xYhSbqSprhI",785,754974.804878048780,113177.105691056911,0E-20,22.3821138211382114,0E-20,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"OQJpoq9su-k",1399,793631.150627615063,44277.163179916318,68.2050209205020921,38.8368200836820084,4.0000000000000000,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"Xz0g4lIasY8",1063,793757.869955156951,44280.358744394619,35.0000000000000000,45.8654708520179372,8.0000000000000000,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"4Sj9rRY74Vs",7535,792997.517571884984,44259.099041533546,505.3162939297124601,78.3993610223642173,112.3578274760383387,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"WCYIJANXnsg",5505,686785.571428571429,25438.000000000000,39.2298136645962733,116.7981366459627329,32.6956521739130435,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"LWSkp0IOQxc",2061,792259.658354114713,44230.862842892768,58.6633416458852868,81.0698254364089776,7.0000000000000000,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"U4N52EucqO4",42411,755104.950000000000,113181.420000000000,0E-20,188.7100000000000000,22.4400000000000000,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"qtoH0CxUzk0",775,145757.825757575758,28310.419191919192,6.1212121212121212,32.0303030303030303,1.00000000000000000000,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"zSMOemj3pXg",70835,2590168.748201438849,139114.848920863309,1106.3237410071942446,449.3669064748201439,76.3165467625899281,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"_YZfLL24Xzw",1289,795390.458823529412,44320.976470588235,9.0000000000000000,18.4117647058823529,3.0000000000000000,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"RtpnOu6Y-RI",2886,506249.318840579710,58527.605797101449,8.0086956521739130,46.6318840579710145,1.00000000000000000000,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"aqm4DIJzumU",14160,793293.472924187726,44268.361010830325,121.5126353790613718,281.0433212996389892,4.4476534296028881,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"SywbUP4baYs",88688,3541953.239669421488,31448.140495867769,1035.0165289256198347,1389.3388429752066116,148.1818181818181818,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"dW_iAC8AJFw",22791,794949.608333333333,44308.725000000000,364.3083333333333333,287.2583333333333333,35.9750000000000000,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"3zwPzS2M9OA",192803,2581638.730414746544,139099.866359447005,1460.9723502304147465,777.3341013824884793,537.0414746543778802,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"RD39pSOs_rY",991,793586.699588477366,44276.024691358025,13.0000000000000000,9.0576131687242798,7.8641975308641975,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"vbO1d0D2Sv0",3968,146190.767346938776,28325.546938775510,55.6775510204081633,45.7020408163265306,32.9836734693877551,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"gP7uDPTK6Hs",4551,793558.880000000000,44275.372000000000,56.0760000000000000,182.7200000000000000,10.0000000000000000,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"wxL7TocjZPw",1462,506149.396739130435,58525.730978260870,34.9456521739130435,16.1630434782608696,8.9402173913043478,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"YqPo-cl_n0k",881,792895.915625000000,44255.621875000000,11.0000000000000000,12.7593750000000000,4.0000000000000000,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"0hghieK0IsE",1548,145788.961139896373,28312.290155440415,75.5440414507772021,26.0854922279792746,31.8730569948186528,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"_p5a0TOuVL4",6521,754065.386004514673,113152.169300225734,0E-20,30.7945823927765237,7.7110609480812641,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"UgMgEYuTJmQ",44127,145913.380116959064,28319.277777777778,547.0584795321637427,306.6608187134502924,48.3070175438596491,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"O385tGBAu4k",1153,505908.935406698565,58520.325358851675,10.7679425837320574,17.1435406698564593,4.7440191387559809,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"SLIvEpNM8ZI",2348,146198.187500000000,28325.662500000000,7.1666666666666667,16.9916666666666667,0.48750000000000000000,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"DOkq54de5E4",1439,792487.444141689373,44240.531335149864,42.5776566757493188,15.7847411444141689,24.3978201634877384,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"An6cskMsG7c",146660,2582650.346835443038,139102.270886075949,380.8835443037974684,665.7037974683544304,86.7645569620253165,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"tHJ4U2Kr1x0",6150,754199.925187032419,113156.663341645885,0E-20,5.2743142144638404,2.8628428927680798,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"m8iT9NdGOgQ",361,146178.116000000000,28325.436000000000,8.6160000000000000,6.9760000000000000,6.6240000000000000,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"Q9Rpd0PvEUM",324,145999.616613418530,28322.900958466454,12.7571884984025559,8.9936102236421725,0.78913738019169329073,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"bF1LkOoDCUE",1023,793615.518828451883,44276.899581589958,60.6150627615062762,24.8493723849372385,7.0000000000000000,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"9ejO7YfGigc",1849,794435.256250000000,44296.475000000000,46.2500000000000000,75.0187500000000000,7.4312500000000000,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"85gmwnfty7o",74214,2582584.786069651741,139102.131840796020,622.4925373134328358,454.8383084577114428,233.2213930348258706,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"Ap-Q4MbLK1I",15221,794657.256944444444,44301.986111111111,299.9305555555555556,491.9375000000000000,67.4791666666666667,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
"tvj0AESEJ4I",157750,2583078.179687500000,139103.156250000000,1411.4062500000000000,1379.4739583333333333,230.7864583333333333,"2018-01-03 15:09:37.000000",2018,1,3,15,9,37
